#AgId	 SUM(Helpfulness)	 COUNT(Helpfulness) 	 AVG(Helpfulness)/MAX(helpfulness)
89 2385.0 595.0 0.6680672268907563
90 474.0 160.0 0.49375
91 438.0 150.0 0.4866666666666667
92 400.0 140.0 0.47619047619047616
93 461.0 150.0 0.5122222222222222
94 454.0 150.0 0.5044444444444445
95 505.0 160.0 0.5260416666666666
96 442.0 150.0 0.4911111111111111
97 444.0 150.0 0.49333333333333335
98 395.0 140.0 0.47023809523809523
99 461.0 150.0 0.5122222222222222
100 428.0 140.0 0.5095238095238095
101 450.0 150.0 0.5
102 498.0 170.0 0.48823529411764705
103 379.0 130.0 0.4858974358974359
104 462.0 160.0 0.48125
105 456.0 150.0 0.5066666666666667
106 2265.0 568.0 0.664612676056338
107 449.0 150.0 0.4988888888888889
108 414.0 140.0 0.4928571428571429
109 397.0 140.0 0.4726190476190476
110 487.0 160.0 0.5072916666666667
111 454.0 150.0 0.5044444444444445
112 448.0 150.0 0.49777777777777776
113 446.0 150.0 0.4955555555555556
114 393.0 140.0 0.46785714285714286
115 421.0 140.0 0.5011904761904762
116 421.0 140.0 0.5011904761904762
117 489.0 160.0 0.509375
118 426.0 140.0 0.5071428571428571
119 399.0 140.0 0.475
120 418.0 140.0 0.4976190476190476
121 416.0 140.0 0.49523809523809526
122 462.0 160.0 0.48125
123 480.0 160.0 0.5
124 455.0 150.0 0.5055555555555555
125 499.0 160.0 0.5197916666666667
126 493.0 160.0 0.5135416666666667
127 503.0 160.0 0.5239583333333333
128 510.0 170.0 0.5
129 2149.0 539.0 0.6645021645021645
130 448.0 150.0 0.49777777777777776
131 446.0 150.0 0.4955555555555556
132 450.0 150.0 0.5
133 404.0 130.0 0.517948717948718
134 407.0 140.0 0.4845238095238095
135 463.0 160.0 0.4822916666666667
136 2329.0 584.0 0.6646689497716894
137 395.0 140.0 0.47023809523809523
138 437.0 150.0 0.4855555555555556
139 373.0 130.0 0.4782051282051282
140 413.0 140.0 0.49166666666666664
141 435.0 140.0 0.5178571428571429
142 438.0 140.0 0.5214285714285715
143 414.0 140.0 0.4928571428571429
144 2164.0 546.0 0.6605616605616605
145 448.0 150.0 0.49777777777777776
146 412.0 140.0 0.49047619047619045
147 2311.0 575.0 0.6698550724637681
148 429.0 140.0 0.5107142857142857
149 471.0 150.0 0.5233333333333333
150 424.0 140.0 0.5047619047619047
151 2179.0 538.0 0.6750309789343246
152 2399.0 607.0 0.6587040087863811
153 407.0 140.0 0.4845238095238095
154 446.0 150.0 0.4955555555555556
155 493.0 170.0 0.48333333333333334
156 426.0 140.0 0.5071428571428571
157 418.0 140.0 0.4976190476190476
158 487.0 160.0 0.5072916666666667
159 455.0 150.0 0.5055555555555555
160 520.0 170.0 0.5098039215686274
161 1981.0 499.0 0.6616566466265865
162 452.0 150.0 0.5022222222222222
163 407.0 140.0 0.4845238095238095
164 440.0 150.0 0.4888888888888889
165 456.0 150.0 0.5066666666666667
166 545.0 170.0 0.5343137254901961
167 457.0 150.0 0.5077777777777778
168 343.0 110.0 0.5196969696969697
169 460.0 160.0 0.4791666666666667
170 474.0 150.0 0.5266666666666666
171 410.0 140.0 0.4880952380952381
172 418.0 140.0 0.4976190476190476
173 2240.0 564.0 0.6619385342789598
174 406.0 140.0 0.48333333333333334
175 433.0 140.0 0.5154761904761904
176 395.0 140.0 0.47023809523809523
177 410.0 140.0 0.4880952380952381
178 437.0 150.0 0.4855555555555556
179 430.0 140.0 0.5119047619047619
180 433.0 140.0 0.5154761904761904
181 456.0 140.0 0.5428571428571428
182 2003.0 503.0 0.6636845593108018
183 458.0 160.0 0.47708333333333336
184 1844.0 467.0 0.6581013561741613
185 461.0 150.0 0.5122222222222222
186 408.0 130.0 0.5230769230769231
187 398.0 140.0 0.4738095238095238
188 441.0 150.0 0.49
189 2175.0 550.0 0.6590909090909091
190 422.0 130.0 0.541025641025641
191 403.0 150.0 0.4477777777777778
192 392.0 130.0 0.5025641025641026
193 2158.0 539.0 0.6672850958565244
194 476.0 160.0 0.49583333333333335
195 385.0 140.0 0.4583333333333333
196 366.0 140.0 0.4357142857142857
197 431.0 140.0 0.513095238095238
198 495.0 160.0 0.515625
199 437.0 140.0 0.5202380952380953
200 446.0 150.0 0.4955555555555556
201 432.0 140.0 0.5142857142857142
202 2455.0 618.0 0.6620819848975189
203 429.0 140.0 0.5107142857142857
204 405.0 140.0 0.48214285714285715
205 435.0 140.0 0.5178571428571429
206 1925.0 481.0 0.667013167013167
207 464.0 150.0 0.5155555555555555
208 423.0 140.0 0.5035714285714286
209 382.0 130.0 0.4897435897435897
210 463.0 150.0 0.5144444444444445
211 455.0 150.0 0.5055555555555555
212 442.0 150.0 0.4911111111111111
213 2338.0 588.0 0.6626984126984127
214 498.0 150.0 0.5533333333333333
215 434.0 140.0 0.5166666666666667
216 437.0 150.0 0.4855555555555556
217 475.0 160.0 0.4947916666666667
218 468.0 150.0 0.52
219 446.0 140.0 0.530952380952381
220 500.0 160.0 0.5208333333333334
221 498.0 160.0 0.51875
222 1954.0 496.0 0.6565860215053764
223 2267.0 568.0 0.6651995305164319
224 475.0 160.0 0.4947916666666667
225 387.0 130.0 0.49615384615384617
226 472.0 150.0 0.5244444444444445
227 472.0 160.0 0.49166666666666664
228 430.0 150.0 0.4777777777777778
229 456.0 140.0 0.5428571428571428
230 432.0 150.0 0.48
231 421.0 140.0 0.5011904761904762
232 2055.0 516.0 0.6637596899224806
233 427.0 140.0 0.5083333333333333
234 450.0 150.0 0.5
235 447.0 150.0 0.49666666666666665
236 468.0 150.0 0.52
237 446.0 150.0 0.4955555555555556
238 2410.0 612.0 0.656318082788671
239 472.0 160.0 0.49166666666666664
240 371.0 130.0 0.4756410256410256
241 403.0 130.0 0.5166666666666667
242 500.0 170.0 0.49019607843137253
243 415.0 150.0 0.46111111111111114
244 519.0 170.0 0.5088235294117647
245 421.0 140.0 0.5011904761904762
246 426.0 140.0 0.5071428571428571
247 382.0 140.0 0.45476190476190476
248 491.0 160.0 0.5114583333333333
249 454.0 150.0 0.5044444444444445
250 387.0 130.0 0.49615384615384617
251 423.0 140.0 0.5035714285714286
252 474.0 160.0 0.49375
253 450.0 160.0 0.46875
254 454.0 150.0 0.5044444444444445
255 479.0 160.0 0.49895833333333334
256 445.0 150.0 0.49444444444444446
257 455.0 150.0 0.5055555555555555
258 400.0 140.0 0.47619047619047616
259 474.0 150.0 0.5266666666666666
260 488.0 160.0 0.5083333333333333
261 408.0 140.0 0.4857142857142857
262 399.0 130.0 0.5115384615384615
263 450.0 150.0 0.5
264 480.0 150.0 0.5333333333333333
265 532.0 160.0 0.5541666666666667
266 432.0 150.0 0.48
267 455.0 150.0 0.5055555555555555
268 423.0 140.0 0.5035714285714286
269 465.0 150.0 0.5166666666666667
270 448.0 150.0 0.49777777777777776
271 404.0 130.0 0.517948717948718
272 467.0 160.0 0.4864583333333333
273 374.0 130.0 0.4794871794871795
274 507.0 160.0 0.528125
275 421.0 140.0 0.5011904761904762
276 452.0 150.0 0.5022222222222222
277 443.0 150.0 0.4922222222222222
278 384.0 130.0 0.49230769230769234
279 433.0 140.0 0.5154761904761904
280 453.0 150.0 0.5033333333333333
281 433.0 150.0 0.4811111111111111
282 474.0 150.0 0.5266666666666666
283 416.0 140.0 0.49523809523809526
284 424.0 140.0 0.5047619047619047
285 410.0 140.0 0.4880952380952381
286 400.0 130.0 0.5128205128205128
287 428.0 140.0 0.5095238095238095
288 458.0 150.0 0.5088888888888888
289 422.0 140.0 0.5023809523809524
290 402.0 150.0 0.44666666666666666
291 2442.0 607.0 0.6705107084019769
292 465.0 150.0 0.5166666666666667
293 376.0 130.0 0.48205128205128206
294 458.0 150.0 0.5088888888888888
295 457.0 150.0 0.5077777777777778
296 500.0 150.0 0.5555555555555556
297 445.0 150.0 0.49444444444444446
298 425.0 140.0 0.5059523809523809
299 395.0 130.0 0.5064102564102564
300 415.0 140.0 0.49404761904761907
301 439.0 140.0 0.5226190476190476
302 467.0 150.0 0.5188888888888888
303 456.0 150.0 0.5066666666666667
304 467.0 160.0 0.4864583333333333
305 1958.0 497.0 0.6566063044936284
306 473.0 150.0 0.5255555555555556
307 516.0 160.0 0.5375
308 478.0 160.0 0.4979166666666667
309 443.0 150.0 0.4922222222222222
310 452.0 150.0 0.5022222222222222
311 443.0 140.0 0.5273809523809524
312 394.0 140.0 0.46904761904761905
313 426.0 150.0 0.47333333333333333
314 408.0 140.0 0.4857142857142857
315 451.0 160.0 0.46979166666666666
316 421.0 140.0 0.5011904761904762
317 454.0 150.0 0.5044444444444445
318 390.0 130.0 0.5
319 410.0 150.0 0.45555555555555555
320 425.0 140.0 0.5059523809523809
321 461.0 150.0 0.5122222222222222
322 2024.0 497.0 0.6787391012743126
323 392.0 130.0 0.5025641025641026
324 456.0 150.0 0.5066666666666667
325 445.0 150.0 0.49444444444444446
326 487.0 160.0 0.5072916666666667
327 467.0 160.0 0.4864583333333333
328 416.0 140.0 0.49523809523809526
329 2383.0 590.0 0.6731638418079096
330 2045.0 509.0 0.6696136214800262
331 482.0 160.0 0.5020833333333333
332 2107.0 530.0 0.6625786163522013
333 528.0 160.0 0.55
334 480.0 160.0 0.5
335 395.0 140.0 0.47023809523809523
336 2051.0 515.0 0.6637540453074434
337 424.0 150.0 0.4711111111111111
338 501.0 160.0 0.521875
339 499.0 160.0 0.5197916666666667
340 455.0 160.0 0.4739583333333333
341 434.0 150.0 0.4822222222222222
342 407.0 140.0 0.4845238095238095
343 440.0 150.0 0.4888888888888889
344 425.0 140.0 0.5059523809523809
345 431.0 150.0 0.47888888888888886
346 436.0 140.0 0.5190476190476191
347 445.0 150.0 0.49444444444444446
348 446.0 150.0 0.4955555555555556
349 2113.0 525.0 0.6707936507936508
350 2615.0 652.0 0.6684560327198364
351 405.0 140.0 0.48214285714285715
352 478.0 160.0 0.4979166666666667
353 447.0 150.0 0.49666666666666665
354 473.0 160.0 0.49270833333333336
355 415.0 140.0 0.49404761904761907
356 418.0 140.0 0.4976190476190476
357 450.0 150.0 0.5
358 447.0 150.0 0.49666666666666665
359 462.0 170.0 0.45294117647058824
360 499.0 160.0 0.5197916666666667
361 406.0 130.0 0.5205128205128206
362 506.0 160.0 0.5270833333333333
363 474.0 160.0 0.49375
364 2309.0 580.0 0.6635057471264367
365 453.0 150.0 0.5033333333333333
366 446.0 150.0 0.4955555555555556
367 407.0 140.0 0.4845238095238095
368 432.0 140.0 0.5142857142857142
369 2403.0 609.0 0.6576354679802956
370 489.0 160.0 0.509375
371 421.0 140.0 0.5011904761904762
372 2518.0 627.0 0.6693248272195641
373 389.0 140.0 0.4630952380952381
374 430.0 150.0 0.4777777777777778
375 2321.0 577.0 0.670421721548238
376 461.0 160.0 0.48020833333333335
377 429.0 150.0 0.4766666666666667
378 400.0 130.0 0.5128205128205128
379 433.0 150.0 0.4811111111111111
380 455.0 160.0 0.4739583333333333
381 374.0 130.0 0.4794871794871795
382 2151.0 534.0 0.6713483146067416
383 2004.0 505.0 0.6613861386138614
384 463.0 150.0 0.5144444444444445
385 469.0 160.0 0.48854166666666665
386 479.0 150.0 0.5322222222222223
387 398.0 140.0 0.4738095238095238
388 2329.0 589.0 0.6590265987549518
389 425.0 150.0 0.4722222222222222
390 512.0 160.0 0.5333333333333333
391 452.0 150.0 0.5022222222222222
392 2105.0 534.0 0.6569912609238452
393 440.0 140.0 0.5238095238095238
394 414.0 140.0 0.4928571428571429
395 2389.0 606.0 0.657040704070407
396 413.0 140.0 0.49166666666666664
397 385.0 130.0 0.4935897435897436
398 493.0 150.0 0.5477777777777778
399 386.0 130.0 0.4948717948717949
400 507.0 160.0 0.528125
401 413.0 140.0 0.49166666666666664
402 473.0 160.0 0.49270833333333336
403 383.0 130.0 0.491025641025641
404 447.0 150.0 0.49666666666666665
405 484.0 160.0 0.5041666666666667
406 467.0 150.0 0.5188888888888888
407 421.0 150.0 0.4677777777777778
408 471.0 160.0 0.490625
409 2112.0 527.0 0.6679316888045541
410 413.0 150.0 0.4588888888888889
411 416.0 150.0 0.4622222222222222
412 395.0 130.0 0.5064102564102564
413 2130.0 525.0 0.6761904761904762
414 432.0 140.0 0.5142857142857142
415 507.0 170.0 0.4970588235294118
416 439.0 140.0 0.5226190476190476
417 457.0 140.0 0.544047619047619
418 464.0 150.0 0.5155555555555555
419 2228.0 556.0 0.6678657074340527
420 467.0 160.0 0.4864583333333333
421 457.0 150.0 0.5077777777777778
422 450.0 150.0 0.5
423 444.0 150.0 0.49333333333333335
424 476.0 150.0 0.5288888888888889
425 418.0 140.0 0.4976190476190476
426 428.0 150.0 0.47555555555555556
427 438.0 150.0 0.4866666666666667
428 2227.0 559.0 0.6639833035181872
429 430.0 140.0 0.5119047619047619
430 373.0 130.0 0.4782051282051282
431 401.0 140.0 0.4773809523809524
432 495.0 160.0 0.515625
433 471.0 150.0 0.5233333333333333
434 460.0 150.0 0.5111111111111111
435 414.0 140.0 0.4928571428571429
436 392.0 140.0 0.4666666666666667
437 381.0 130.0 0.48846153846153845
438 442.0 140.0 0.5261904761904762
439 2237.0 560.0 0.6657738095238095
440 420.0 140.0 0.5
441 392.0 130.0 0.5025641025641026
442 396.0 130.0 0.5076923076923077
443 451.0 150.0 0.5011111111111111
444 452.0 150.0 0.5022222222222222
445 397.0 140.0 0.4726190476190476
446 436.0 140.0 0.5190476190476191
447 457.0 150.0 0.5077777777777778
448 2268.0 574.0 0.6585365853658537
449 415.0 140.0 0.49404761904761907
450 411.0 140.0 0.48928571428571427
451 463.0 150.0 0.5144444444444445
452 421.0 130.0 0.5397435897435897
453 451.0 160.0 0.46979166666666666
454 430.0 130.0 0.5512820512820513
455 488.0 160.0 0.5083333333333333
456 426.0 150.0 0.47333333333333333
457 443.0 150.0 0.4922222222222222
458 489.0 160.0 0.509375
459 416.0 140.0 0.49523809523809526
460 473.0 160.0 0.49270833333333336
461 459.0 150.0 0.51
462 392.0 130.0 0.5025641025641026
463 443.0 140.0 0.5273809523809524
464 461.0 150.0 0.5122222222222222
465 2305.0 579.0 0.6635002878526195
466 2462.0 615.0 0.6672086720867209
467 2359.0 586.0 0.6709328782707622
468 463.0 160.0 0.4822916666666667
469 426.0 150.0 0.47333333333333333
470 399.0 140.0 0.475
471 407.0 140.0 0.4845238095238095
472 427.0 140.0 0.5083333333333333
473 469.0 160.0 0.48854166666666665
474 417.0 140.0 0.49642857142857144
475 400.0 140.0 0.47619047619047616
476 495.0 160.0 0.515625
477 2430.0 602.0 0.6727574750830565
478 2399.0 605.0 0.6608815426997245
479 403.0 140.0 0.4797619047619048
480 382.0 130.0 0.4897435897435897
481 414.0 140.0 0.4928571428571429
482 2181.0 549.0 0.6621129326047359
483 2469.0 626.0 0.6573482428115016
484 422.0 140.0 0.5023809523809524
485 2370.0 589.0 0.6706281833616299
486 420.0 150.0 0.4666666666666667
487 381.0 130.0 0.48846153846153845
488 435.0 150.0 0.48333333333333334
489 379.0 130.0 0.4858974358974359
490 427.0 140.0 0.5083333333333333
491 481.0 160.0 0.5010416666666667
492 505.0 160.0 0.5260416666666666
493 430.0 150.0 0.4777777777777778
494 414.0 130.0 0.5307692307692308
495 483.0 150.0 0.5366666666666666
496 489.0 160.0 0.509375
497 400.0 140.0 0.47619047619047616
498 420.0 140.0 0.5
499 382.0 130.0 0.4897435897435897
500 412.0 140.0 0.49047619047619045
501 487.0 160.0 0.5072916666666667
502 446.0 150.0 0.4955555555555556
503 2280.0 565.0 0.672566371681416
504 2167.0 542.0 0.6663591635916359
505 473.0 160.0 0.49270833333333336
506 381.0 140.0 0.45357142857142857
507 408.0 140.0 0.4857142857142857
508 405.0 140.0 0.48214285714285715
509 400.0 130.0 0.5128205128205128
510 453.0 150.0 0.5033333333333333
511 492.0 160.0 0.5125
512 2380.0 596.0 0.6655480984340044
513 485.0 160.0 0.5052083333333334
514 438.0 140.0 0.5214285714285715
515 461.0 160.0 0.48020833333333335
516 453.0 150.0 0.5033333333333333
517 421.0 140.0 0.5011904761904762
518 451.0 140.0 0.5369047619047619
519 479.0 150.0 0.5322222222222223
520 324.0 110.0 0.4909090909090909
521 404.0 140.0 0.48095238095238096
522 445.0 150.0 0.49444444444444446
523 417.0 140.0 0.49642857142857144
524 2077.0 518.0 0.6682754182754183
525 483.0 160.0 0.503125
526 424.0 150.0 0.4711111111111111
527 2183.0 545.0 0.6675840978593273
528 496.0 160.0 0.5166666666666667
529 453.0 150.0 0.5033333333333333
530 469.0 150.0 0.5211111111111111
531 416.0 140.0 0.49523809523809526
532 2483.0 625.0 0.6621333333333334
533 448.0 150.0 0.49777777777777776
534 1962.0 488.0 0.6700819672131147
535 500.0 160.0 0.5208333333333334
536 432.0 140.0 0.5142857142857142
537 464.0 160.0 0.48333333333333334
538 400.0 140.0 0.47619047619047616
539 422.0 140.0 0.5023809523809524
540 2275.0 563.0 0.6734754292480758
541 465.0 150.0 0.5166666666666667
542 460.0 160.0 0.4791666666666667
543 459.0 160.0 0.478125
544 407.0 140.0 0.4845238095238095
545 437.0 150.0 0.4855555555555556
546 445.0 150.0 0.49444444444444446
547 395.0 140.0 0.47023809523809523
548 380.0 130.0 0.48717948717948717
549 381.0 130.0 0.48846153846153845
550 442.0 140.0 0.5261904761904762
551 2171.0 541.0 0.6688231669747381
552 508.0 170.0 0.4980392156862745
553 475.0 150.0 0.5277777777777778
554 459.0 150.0 0.51
555 519.0 160.0 0.540625
556 456.0 150.0 0.5066666666666667
557 398.0 140.0 0.4738095238095238
558 2371.0 597.0 0.6619207146845337
559 393.0 130.0 0.5038461538461538
560 419.0 140.0 0.4988095238095238
561 472.0 160.0 0.49166666666666664
562 425.0 150.0 0.4722222222222222
563 2150.0 536.0 0.6685323383084577
564 1929.0 483.0 0.6656314699792961
565 476.0 150.0 0.5288888888888889
566 454.0 150.0 0.5044444444444445
567 473.0 150.0 0.5255555555555556
568 426.0 150.0 0.47333333333333333
569 420.0 140.0 0.5
570 2313.0 582.0 0.6623711340206185
571 2480.0 616.0 0.670995670995671
572 449.0 150.0 0.4988888888888889
573 515.0 170.0 0.5049019607843137
574 421.0 130.0 0.5397435897435897
575 449.0 150.0 0.4988888888888889
576 476.0 160.0 0.49583333333333335
577 433.0 150.0 0.4811111111111111
578 2253.0 559.0 0.6717352415026834
579 435.0 140.0 0.5178571428571429
580 444.0 140.0 0.5285714285714286
581 440.0 150.0 0.4888888888888889
582 384.0 130.0 0.49230769230769234
583 411.0 140.0 0.48928571428571427
584 484.0 160.0 0.5041666666666667
585 444.0 150.0 0.49333333333333335
586 539.0 170.0 0.5284313725490196
587 418.0 140.0 0.4976190476190476
588 435.0 140.0 0.5178571428571429
589 2104.0 529.0 0.6628859483301828
590 484.0 160.0 0.5041666666666667
591 451.0 160.0 0.46979166666666666
592 438.0 150.0 0.4866666666666667
593 423.0 150.0 0.47
594 380.0 130.0 0.48717948717948717
595 450.0 150.0 0.5
596 506.0 160.0 0.5270833333333333
597 426.0 140.0 0.5071428571428571
598 416.0 140.0 0.49523809523809526
599 388.0 130.0 0.49743589743589745
600 397.0 140.0 0.4726190476190476
601 477.0 160.0 0.496875
602 387.0 130.0 0.49615384615384617
603 465.0 150.0 0.5166666666666667
604 412.0 140.0 0.49047619047619045
605 434.0 140.0 0.5166666666666667
606 2227.0 552.0 0.6724033816425121
607 482.0 160.0 0.5020833333333333
608 419.0 150.0 0.46555555555555556
609 499.0 160.0 0.5197916666666667
610 464.0 140.0 0.5523809523809524
611 475.0 150.0 0.5277777777777778
612 382.0 140.0 0.45476190476190476
613 422.0 140.0 0.5023809523809524
614 540.0 160.0 0.5625
615 438.0 150.0 0.4866666666666667
616 497.0 170.0 0.4872549019607843
617 2160.0 546.0 0.6593406593406593
618 425.0 150.0 0.4722222222222222
619 443.0 150.0 0.4922222222222222
620 407.0 140.0 0.4845238095238095
621 381.0 130.0 0.48846153846153845
622 448.0 160.0 0.4666666666666667
623 424.0 140.0 0.5047619047619047
624 443.0 150.0 0.4922222222222222
625 510.0 160.0 0.53125
626 398.0 140.0 0.4738095238095238
627 487.0 150.0 0.5411111111111111
628 449.0 150.0 0.4988888888888889
629 435.0 140.0 0.5178571428571429
630 402.0 140.0 0.4785714285714286
631 396.0 130.0 0.5076923076923077
632 438.0 150.0 0.4866666666666667
633 487.0 160.0 0.5072916666666667
634 364.0 130.0 0.4666666666666667
635 454.0 150.0 0.5044444444444445
636 434.0 140.0 0.5166666666666667
637 374.0 130.0 0.4794871794871795
638 322.0 110.0 0.48787878787878786
639 436.0 150.0 0.48444444444444446
640 2454.0 599.0 0.6828046744574291
641 415.0 150.0 0.46111111111111114
642 486.0 160.0 0.50625
643 2368.0 592.0 0.6666666666666666
644 439.0 150.0 0.48777777777777775
645 2105.0 516.0 0.6799095607235142
646 452.0 150.0 0.5022222222222222
647 2393.0 597.0 0.6680625348967058
648 488.0 160.0 0.5083333333333333
649 466.0 150.0 0.5177777777777778
650 484.0 160.0 0.5041666666666667
651 451.0 150.0 0.5011111111111111
652 421.0 150.0 0.4677777777777778
653 377.0 130.0 0.48333333333333334
654 430.0 150.0 0.4777777777777778
655 395.0 140.0 0.47023809523809523
656 456.0 150.0 0.5066666666666667
657 457.0 150.0 0.5077777777777778
658 488.0 160.0 0.5083333333333333
659 449.0 140.0 0.5345238095238095
660 444.0 150.0 0.49333333333333335
661 503.0 160.0 0.5239583333333333
662 445.0 150.0 0.49444444444444446
663 427.0 140.0 0.5083333333333333
664 488.0 160.0 0.5083333333333333
665 433.0 150.0 0.4811111111111111
666 313.0 110.0 0.47424242424242424
667 455.0 150.0 0.5055555555555555
668 2641.0 658.0 0.6689463019250254
669 436.0 160.0 0.45416666666666666
670 394.0 130.0 0.5051282051282051
671 430.0 150.0 0.4777777777777778
672 489.0 160.0 0.509375
673 493.0 170.0 0.48333333333333334
674 521.0 170.0 0.5107843137254902
675 428.0 150.0 0.47555555555555556
676 2143.0 537.0 0.665114835505897
677 388.0 130.0 0.49743589743589745
678 445.0 150.0 0.49444444444444446
679 423.0 150.0 0.47
680 436.0 140.0 0.5190476190476191
681 320.0 110.0 0.48484848484848486
682 472.0 160.0 0.49166666666666664
683 447.0 140.0 0.5321428571428571
684 476.0 150.0 0.5288888888888889
685 401.0 150.0 0.44555555555555554
686 496.0 160.0 0.5166666666666667
687 516.0 170.0 0.5058823529411764
688 378.0 130.0 0.4846153846153846
689 424.0 140.0 0.5047619047619047
690 489.0 160.0 0.509375
691 495.0 160.0 0.515625
692 388.0 140.0 0.46190476190476193
693 445.0 150.0 0.49444444444444446
694 378.0 130.0 0.4846153846153846
695 457.0 160.0 0.47604166666666664
696 491.0 160.0 0.5114583333333333
697 439.0 150.0 0.48777777777777775
698 454.0 150.0 0.5044444444444445
699 475.0 160.0 0.4947916666666667
700 434.0 140.0 0.5166666666666667
701 408.0 140.0 0.4857142857142857
702 426.0 140.0 0.5071428571428571
703 475.0 160.0 0.4947916666666667
704 463.0 150.0 0.5144444444444445
705 386.0 140.0 0.4595238095238095
706 390.0 140.0 0.4642857142857143
707 407.0 140.0 0.4845238095238095
708 439.0 150.0 0.48777777777777775
709 438.0 150.0 0.4866666666666667
710 509.0 170.0 0.49901960784313726
711 432.0 150.0 0.48
712 320.0 110.0 0.48484848484848486
713 2437.0 605.0 0.6713498622589532
714 409.0 130.0 0.5243589743589744
715 404.0 140.0 0.48095238095238096
716 470.0 150.0 0.5222222222222223
717 413.0 140.0 0.49166666666666664
718 444.0 150.0 0.49333333333333335
719 453.0 160.0 0.471875
720 478.0 150.0 0.5311111111111111
721 435.0 150.0 0.48333333333333334
722 426.0 140.0 0.5071428571428571
723 440.0 150.0 0.4888888888888889
724 390.0 130.0 0.5
725 456.0 150.0 0.5066666666666667
726 401.0 130.0 0.514102564102564
727 473.0 160.0 0.49270833333333336
728 413.0 140.0 0.49166666666666664
729 326.0 110.0 0.49393939393939396
730 417.0 140.0 0.49642857142857144
731 458.0 150.0 0.5088888888888888
732 465.0 150.0 0.5166666666666667
733 481.0 160.0 0.5010416666666667
734 412.0 140.0 0.49047619047619045
735 422.0 140.0 0.5023809523809524
736 480.0 160.0 0.5
737 422.0 140.0 0.5023809523809524
738 493.0 160.0 0.5135416666666667
739 410.0 140.0 0.4880952380952381
740 465.0 150.0 0.5166666666666667
741 409.0 140.0 0.4869047619047619
