38.00	19.00
764.00	19.00
787.00	19.00
446.00	19.00
718.00	19.00
690.00	19.00
736.00	19.00
947.00	19.00
108.00	20.00
237.00	20.00
796.00	20.00
78.00	20.00
523.00	20.00
297.00	20.00
385.00	20.00
192.00	20.00
344.00	20.00
94.00	20.00
612.00	20.00
760.00	20.00
629.00	20.00
407.00	20.00
250.00	20.00
833.00	21.00
392.00	21.00
358.00	21.00
113.00	21.00
633.00	21.00
791.00	21.00
650.00	21.00
655.00	21.00
710.00	21.00
163.00	21.00
872.00	21.00
983.00	21.00
741.00	21.00
296.00	21.00
487.00	21.00
776.00	22.00
388.00	22.00
475.00	22.00
157.00	22.00
352.00	22.00
430.00	22.00
141.00	22.00
524.00	22.00
849.00	22.00
507.00	22.00
441.00	22.00
910.00	22.00
290.00	22.00
706.00	22.00
274.00	23.00
272.00	23.00
251.00	23.00
812.00	23.00
294.00	23.00
920.00	23.00
997.00	23.00
263.00	23.00
984.00	23.00
671.00	23.00
575.00	23.00
622.00	23.00
925.00	23.00
391.00	24.00
781.00	24.00
980.00	24.00
665.00	24.00
124.00	24.00
54.00	24.00
756.00	24.00
305.00	24.00
739.00	24.00
850.00	24.00
917.00	24.00
355.00	24.00
529.00	24.00
728.00	24.00
854.00	24.00
506.00	24.00
451.00	25.00
814.00	25.00
232.00	25.00
611.00	25.00
482.00	25.00
799.00	25.00
397.00	25.00
598.00	25.00
276.00	25.00
751.00	25.00
315.00	25.00
894.00	25.00
735.00	25.00
284.00	25.00
784.00	26.00
625.00	26.00
378.00	26.00
15.00	26.00
530.00	26.00
995.00	26.00
445.00	26.00
342.00	26.00
721.00	26.00
412.00	26.00
271.00	26.00
985.00	26.00
913.00	26.00
125.00	26.00
257.00	26.00
428.00	27.00
547.00	27.00
676.00	27.00
645.00	27.00
557.00	27.00
531.00	27.00
387.00	27.00
98.00	27.00
346.00	27.00
268.00	27.00
165.00	27.00
283.00	27.00
422.00	27.00
267.00	27.00
924.00	27.00
969.00	28.00
912.00	28.00
481.00	28.00
930.00	28.00
595.00	28.00
210.00	28.00
26.00	28.00
37.00	28.00
793.00	28.00
916.00	28.00
319.00	28.00
88.00	28.00
745.00	28.00
654.00	29.00
57.00	29.00
978.00	29.00
36.00	29.00
413.00	29.00
463.00	29.00
453.00	29.00
632.00	29.00
510.00	29.00
241.00	29.00
748.00	29.00
689.00	29.00
33.00	29.00
349.00	30.00
82.00	30.00
666.00	30.00
494.00	30.00
318.00	30.00
375.00	30.00
42.00	30.00
902.00	30.00
77.00	30.00
53.00	30.00
325.00	30.00
569.00	30.00
609.00	30.00
166.00	30.00
994.00	30.00
724.00	31.00
929.00	31.00
51.00	31.00
829.00	31.00
405.00	31.00
132.00	31.00
679.00	31.00
448.00	31.00
726.00	31.00
868.00	31.00
861.00	31.00
289.00	31.00
858.00	31.00
212.00	31.00
227.00	31.00
521.00	32.00
682.00	32.00
886.00	32.00
730.00	32.00
169.00	32.00
967.00	32.00
639.00	32.00
790.00	32.00
899.00	32.00
667.00	32.00
713.00	32.00
599.00	33.00
890.00	33.00
933.00	33.00
418.00	33.00
246.00	33.00
402.00	33.00
942.00	33.00
31.00	33.00
753.00	33.00
770.00	33.00
860.00	33.00
558.00	33.00
716.00	33.00
220.00	33.00
399.00	34.00
766.00	34.00
928.00	34.00
527.00	34.00
699.00	34.00
452.00	34.00
555.00	34.00
640.00	34.00
278.00	34.00
39.00	34.00
106.00	34.00
25.00	34.00
658.00	34.00
803.00	34.00
102.00	34.00
681.00	35.00
216.00	35.00
69.00	35.00
234.00	35.00
151.00	35.00
62.00	35.00
581.00	35.00
986.00	35.00
921.00	35.00
834.00	35.00
56.00	35.00
813.00	35.00
35.00	35.00
120.00	35.00
961.00	36.00
642.00	36.00
835.00	36.00
186.00	36.00
566.00	36.00
877.00	36.00
3.00	36.00
270.00	36.00
661.00	36.00
260.00	36.00
520.00	36.00
311.00	36.00
18.00	36.00
60.00	36.00
578.00	36.00
683.00	37.00
775.00	37.00
871.00	37.00
403.00	37.00
195.00	37.00
536.00	37.00
514.00	37.00
335.00	37.00
955.00	37.00
309.00	37.00
999.00	37.00
755.00	37.00
592.00	37.00
634.00	37.00
988.00	37.00
433.00	37.00
778.00	38.00
198.00	38.00
93.00	38.00
447.00	38.00
786.00	38.00
588.00	38.00
501.00	38.00
99.00	38.00
52.00	38.00
660.00	38.00
280.00	38.00
852.00	38.00
117.00	38.00
613.00	38.00
614.00	39.00
158.00	39.00
851.00	39.00
701.00	39.00
785.00	39.00
176.00	39.00
723.00	39.00
864.00	39.00
372.00	39.00
74.00	39.00
844.00	39.00
4.00	39.00
138.00	39.00
801.00	39.00
146.00	40.00
542.00	40.00
889.00	40.00
496.00	40.00
647.00	40.00
694.00	40.00
231.00	40.00
771.00	40.00
940.00	40.00
806.00	40.00
937.00	40.00
719.00	40.00
927.00	40.00
366.00	40.00
255.00	40.00
800.00	41.00
731.00	41.00
415.00	41.00
321.00	41.00
149.00	41.00
89.00	41.00
437.00	41.00
58.00	41.00
981.00	41.00
209.00	41.00
17.00	41.00
545.00	41.00
182.00	41.00
115.00	41.00
359.00	42.00
281.00	42.00
752.00	42.00
859.00	42.00
244.00	42.00
303.00	42.00
733.00	42.00
100.00	42.00
672.00	42.00
465.00	42.00
926.00	42.00
668.00	42.00
213.00	42.00
24.00	42.00
307.00	42.00
85.00	43.00
264.00	43.00
320.00	43.00
408.00	43.00
160.00	43.00
885.00	43.00
932.00	43.00
71.00	43.00
898.00	43.00
139.00	43.00
709.00	43.00
326.00	43.00
64.00	43.00
772.00	43.00
831.00	43.00
538.00	44.00
421.00	44.00
72.00	44.00
363.00	44.00
946.00	44.00
199.00	44.00
906.00	44.00
696.00	44.00
837.00	44.00
249.00	44.00
334.00	44.00
371.00	44.00
240.00	44.00
222.00	44.00
96.00	44.00
66.00	44.00
965.00	45.00
395.00	45.00
935.00	45.00
110.00	45.00
508.00	45.00
345.00	45.00
46.00	45.00
750.00	45.00
693.00	45.00
143.00	45.00
5.00	45.00
875.00	45.00
172.00	45.00
798.00	45.00
252.00	46.00
248.00	46.00
471.00	46.00
605.00	46.00
656.00	46.00
954.00	46.00
175.00	46.00
918.00	46.00
601.00	46.00
624.00	46.00
61.00	46.00
142.00	46.00
580.00	46.00
197.00	46.00
550.00	47.00
560.00	47.00
836.00	47.00
455.00	47.00
134.00	47.00
891.00	47.00
193.00	47.00
993.00	47.00
500.00	47.00
762.00	47.00
140.00	47.00
600.00	47.00
191.00	47.00
122.00	48.00
936.00	48.00
230.00	48.00
288.00	48.00
116.00	48.00
783.00	48.00
356.00	48.00
570.00	48.00
135.00	48.00
818.00	48.00
551.00	48.00
181.00	48.00
631.00	48.00
313.00	48.00
574.00	49.00
674.00	49.00
821.00	49.00
617.00	49.00
950.00	49.00
6.00	49.00
982.00	49.00
951.00	49.00
167.00	49.00
360.00	49.00
553.00	49.00
245.00	49.00
878.00	49.00
962.00	49.00
919.00	49.00
905.00	49.00
103.00	49.00
406.00	50.00
687.00	50.00
691.00	50.00
111.00	50.00
697.00	50.00
225.00	50.00
934.00	50.00
492.00	50.00
91.00	50.00
381.00	50.00
454.00	50.00
879.00	50.00
643.00	50.00
273.00	50.00
497.00	50.00
118.00	50.00
703.00	51.00
147.00	51.00
432.00	51.00
841.00	51.00
259.00	51.00
742.00	51.00
22.00	51.00
472.00	51.00
532.00	51.00
177.00	51.00
729.00	51.00
820.00	51.00
178.00	51.00
863.00	51.00
21.00	52.00
302.00	52.00
357.00	52.00
301.00	52.00
537.00	52.00
630.00	52.00
606.00	52.00
519.00	52.00
491.00	52.00
702.00	52.00
109.00	52.00
285.00	52.00
987.00	52.00
473.00	52.00
610.00	53.00
184.00	53.00
662.00	53.00
328.00	53.00
526.00	53.00
128.00	53.00
456.00	53.00
275.00	53.00
846.00	53.00
591.00	53.00
670.00	53.00
34.00	53.00
332.00	53.00
840.00	53.00
826.00	53.00
911.00	53.00
888.00	54.00
308.00	54.00
949.00	54.00
704.00	54.00
127.00	54.00
855.00	54.00
218.00	54.00
720.00	54.00
543.00	54.00
170.00	54.00
9.00	54.00
377.00	54.00
386.00	54.00
867.00	54.00
228.00	54.00
126.00	54.00
975.00	55.00
628.00	55.00
348.00	55.00
830.00	55.00
8.00	55.00
411.00	55.00
470.00	55.00
757.00	55.00
171.00	55.00
686.00	55.00
746.00	55.00
722.00	55.00
434.00	55.00
769.00	55.00
657.00	55.00
546.00	56.00
215.00	56.00
816.00	56.00
774.00	56.00
367.00	56.00
582.00	56.00
80.00	56.00
777.00	56.00
807.00	56.00
423.00	56.00
705.00	56.00
304.00	56.00
619.00	56.00
236.00	56.00
971.00	56.00
144.00	57.00
374.00	57.00
923.00	57.00
738.00	57.00
202.00	57.00
286.00	57.00
819.00	57.00
805.00	57.00
16.00	57.00
73.00	57.00
684.00	57.00
269.00	57.00
450.00	57.00
797.00	57.00
615.00	58.00
966.00	58.00
585.00	58.00
136.00	58.00
221.00	58.00
832.00	58.00
623.00	58.00
474.00	58.00
340.00	58.00
353.00	58.00
737.00	58.00
649.00	58.00
692.00	58.00
469.00	58.00
327.00	58.00
339.00	58.00
895.00	59.00
773.00	59.00
498.00	59.00
707.00	59.00
952.00	59.00
944.00	59.00
561.00	59.00
518.00	59.00
196.00	59.00
368.00	59.00
708.00	59.00
959.00	59.00
439.00	59.00
476.00	59.00
539.00	60.00
873.00	60.00
200.00	60.00
101.00	60.00
247.00	60.00
205.00	60.00
49.00	60.00
204.00	60.00
329.00	60.00
515.00	60.00
336.00	60.00
749.00	60.00
744.00	60.00
540.00	60.00
